transaction_id,transaction_date,store_id,product_id,customer_id,quantity,unit_price,payment_method,sales_channel
TXN001290,2025-07-29 08:21:00,ST004,PRD0118,CUST0921,1,21036.15,Mobile Wallet,Physical Store
TXN001291,2025-07-26 18:59:00,ST006,PRD0061,CUST0929,4,15518.33,Cash,Physical Store
TXN001292,2025-07-26 21:31:00,ST002,PRD0121,CUST0830,5,11401.01,Cash,Physical Store
TXN001293,2025-07-06 20:00:00,ST006,PRD0193,CUST0295,1,15266.12,Card,Physical Store
TXN001294,2025-04-03 11:40:00,ST001,PRD0179,CUST0672,2,20362.49,Mobile Wallet,Physical Store
TXN001295,2025-12-14 21:42:00,ST005,PRD0188,CUST0031,3,10116.21,Mobile Wallet,Physical Store
TXN001296,2025-02-23 18:16:00,ST005,PRD0208,CUST0308,1,826.73,Card,Physical Store
TXN001297,2025-02-07 17:08:00,ST005,PRD0168,CUST0815,4,14853.54,Cash,Physical Store
TXN001298,2025-10-13 17:34:00,ST005,PRD0138,CUST0482,4,7484.07,Online,Physical Store
TXN001299,2025-10-07 21:01:00,ST003,PRD0082,CUST0260,1,20809.35,Cash,Physical Store
TXN001300,2025-11-06 19:46:00,ST006,PRD0118,CUST0888,5,21036.15,Online,Physical Store
TXN001301,2025-09-17 12:41:00,ST003,PRD0067,CUST0611,5,2993.21,Cash,Physical Store
TXN001302,2025-11-28 09:18:00,ST005,PRD0178,CUST0926,5,970.06,Mobile Wallet,Physical Store
TXN001303,2025-01-19 19:41:00,ST002,PRD0226,CUST0188,3,18502.93,Card,Physical Store
TXN001304,2025-10-06 14:28:00,ST005,PRD0200,CUST0979,2,997.46,Card,Physical Store
TXN001305,2025-01-14 17:28:00,ST005,PRD0141,CUST0780,1,11741.07,Cash,Physical Store
TXN001306,2025-11-18 18:29:00,ST005,PRD0254,CUST1009,4,11992.71,Card,Physical Store
TXN001307,2025-11-16 17:58:00,ST006,PRD0224,CUST1036,4,9276.41,Card,Physical Store
TXN001308,2025-03-08 13:33:00,ST006,PRD0296,CUST0402,4,10919.63,Cash,Physical Store
TXN001309,2025-11-26 16:20:00,ST006,PRD0269,CUST0002,4,6185.21,Card,Physical Store
TXN001310,2025-12-16 18:50:00,ST006,PRD0122,CUST0756,1,5139.97,Online,Physical Store
TXN001311,2025-01-16 18:57:00,ST006,PRD0185,CUST0800,4,17940.87,Online,Physical Store
TXN001312,2025-12-18 15:36:00,ST002,PRD0020,CUST0063,1,18682.24,Online,Physical Store
TXN001313,2025-10-05 10:49:00,ST003,PRD0176,CUST0768,3,16060.03,Card,Physical Store
TXN001314,2025-09-26 14:29:00,ST002,PRD0304,CUST0808,2,2572.59,Online,Physical Store
TXN001315,2025-11-10 12:11:00,ST006,PRD0327,CUST0506,2,8268.43,Online,Physical Store
TXN001316,2025-07-20 21:55:00,ST005,PRD0114,CUST0399,5,9757.31,Cash,Physical Store
TXN001317,2025-06-24 14:10:00,ST002,PRD0134,CUST0164,3,16453.67,Online,Physical Store
TXN001318,2025-09-05 10:58:00,ST005,PRD0176,CUST0797,2,16060.03,Card,Physical Store
TXN001319,2025-07-26 17:14:00,ST005,PRD0114,CUST0704,5,9757.31,Online,Physical Store
TXN001320,2025-02-22 11:55:00,ST006,PRD0259,CUST0218,5,7839.33,Mobile Wallet,Physical Store
TXN001321,2025-07-09 13:01:00,ST003,PRD0331,CUST1003,5,7946.53,Mobile Wallet,Physical Store
TXN001322,2025-10-14 13:01:00,ST006,PRD0313,CUST0657,4,11708.67,Online,Physical Store
TXN001323,2025-05-14 11:00:00,ST001,PRD0100,CUST0628,5,12867.68,Cash,Physical Store
TXN001324,2025-02-27 15:38:00,ST002,PRD0248,CUST0338,1,7269.43,Online,Physical Store
TXN001325,2025-10-25 11:17:00,ST002,PRD0020,CUST0177,3,18682.24,Mobile Wallet,Physical Store
TXN001326,2025-06-07 09:20:00,ST003,PRD0151,CUST0930,1,17351.7,Online,Physical Store
TXN001327,2025-04-14 09:13:00,ST002,PRD0089,CUST0750,5,4127.23,Mobile Wallet,Physical Store
TXN001328,2025-09-01 19:54:00,ST004,PRD0269,CUST0200,2,6185.21,Mobile Wallet,Physical Store
TXN001329,2025-06-12 08:01:00,ST006,PRD0318,CUST0545,2,9023.94,Cash,Physical Store
TXN001330,2025-05-26 20:50:00,ST002,PRD0045,CUST0073,3,1726.89,Mobile Wallet,Physical Store
TXN001331,2025-07-16 17:33:00,ST001,PRD0063,CUST0969,5,13040.87,Card,Physical Store
TXN001332,2025-09-02 08:17:00,ST005,PRD0185,CUST0266,2,17940.87,Online,Physical Store
TXN001333,2025-07-25 10:56:00,ST004,PRD0071,CUST0678,5,3015.69,Mobile Wallet,Physical Store
TXN001334,2025-01-30 13:55:00,ST004,PRD0299,CUST1038,4,8975.12,Mobile Wallet,Physical Store
TXN001335,2025-05-24 12:55:00,ST006,PRD0086,CUST0284,4,347.58,Online,Physical Store
TXN001336,2025-09-19 13:47:00,ST004,PRD0144,CUST0696,5,17251.78,Online,Physical Store
TXN001337,2025-06-12 20:45:00,ST005,PRD0315,CUST0590,2,6862.13,Card,Physical Store
TXN001338,2025-06-05 17:58:00,ST003,PRD0061,CUST0170,4,15518.33,Cash,Physical Store
TXN001339,2025-03-11 21:00:00,ST003,PRD0021,CUST0088,2,1768.36,Online,Physical Store
TXN001340,2025-11-24 11:37:00,ST002,PRD0332,CUST0476,1,7226.95,Card,Physical Store
TXN001341,2025-11-26 21:56:00,ST001,PRD0060,CUST0668,3,20909.2,Card,Physical Store
TXN001342,2025-01-03 13:21:00,ST002,PRD0247,CUST0070,5,9781.8,Mobile Wallet,Physical Store
TXN001343,2025-10-12 19:11:00,ST003,PRD0052,CUST0582,3,7984.07,Mobile Wallet,Physical Store
TXN001344,2025-07-17 17:39:00,ST006,PRD0252,CUST0296,4,6953.84,Card,Physical Store
TXN001345,2025-08-05 15:57:00,ST006,PRD0327,CUST0904,3,8268.43,Mobile Wallet,Physical Store
TXN001346,2025-03-18 19:00:00,ST006,PRD0067,CUST0751,5,2993.21,Card,Physical Store
TXN001347,2025-07-08 12:13:00,ST006,PRD0036,CUST0448,2,5751.78,Cash,Physical Store
TXN001348,2025-03-10 11:53:00,ST005,PRD0033,CUST0259,2,21125.63,Card,Physical Store
TXN001349,2025-11-27 08:40:00,ST004,PRD0157,CUST0190,1,19405.25,Cash,Physical Store
TXN001350,2025-02-16 16:15:00,ST002,PRD0213,CUST0538,4,2681.49,Card,Physical Store
TXN001351,2025-10-11 15:22:00,ST004,PRD0013,CUST0339,4,22686.55,Cash,Physical Store
TXN001352,2025-12-07 15:11:00,ST004,PRD0093,CUST0717,4,4406.01,Online,Physical Store
TXN001353,2025-05-14 19:23:00,ST002,PRD0288,CUST0545,4,2165.9,Mobile Wallet,Physical Store
TXN001354,2025-03-21 21:36:00,ST005,PRD0017,CUST0667,2,13431.35,Cash,Physical Store
TXN001355,2025-09-19 21:49:00,ST002,PRD0233,CUST0784,5,11296.41,Cash,Physical Store
TXN001356,2025-07-20 08:35:00,ST006,PRD0094,CUST0901,1,19664.63,Mobile Wallet,Physical Store
TXN001357,2025-03-31 09:29:00,ST006,PRD0111,CUST0407,4,20533.53,Card,Physical Store
TXN001358,2025-10-17 18:37:00,ST002,PRD0096,CUST0060,3,5240.02,Card,Physical Store
TXN001359,2025-03-21 17:36:00,ST002,PRD0315,CUST0439,4,6862.13,Cash,Physical Store
TXN001360,2025-08-07 20:20:00,ST002,PRD0300,CUST0155,3,6059.15,Card,Physical Store
TXN001361,2025-05-02 10:20:00,ST005,PRD0335,CUST0745,2,8481.29,Card,Physical Store
TXN001362,2025-06-13 16:19:00,ST004,PRD0137,CUST0856,1,4588.15,Mobile Wallet,Physical Store
TXN001363,2025-09-10 11:10:00,ST001,PRD0202,CUST0594,2,17402.33,Online,Physical Store
TXN001364,2025-05-14 21:16:00,ST006,PRD0296,CUST1021,5,10919.63,Cash,Physical Store
TXN001365,2025-04-03 15:38:00,ST002,PRD0299,CUST0899,1,8975.12,Card,Physical Store
TXN001366,2025-08-14 09:10:00,ST006,PRD0029,CUST0679,2,14939.28,Mobile Wallet,Physical Store
TXN001367,2025-09-27 15:46:00,ST006,PRD0058,CUST0439,4,9174.14,Online,Physical Store
TXN001368,2025-03-12 17:35:00,ST002,PRD0266,CUST0498,2,8348.44,Cash,Physical Store
TXN001369,2025-12-12 20:06:00,ST006,PRD0069,CUST0747,4,12214.5,Cash,Physical Store
TXN001370,2025-10-08 11:11:00,ST005,PRD0020,CUST0092,3,18682.24,Mobile Wallet,Physical Store
TXN001371,2025-11-07 20:43:00,ST005,PRD0239,CUST1032,5,12672.74,Mobile Wallet,Physical Store
TXN001372,2025-06-28 18:13:00,ST002,PRD0191,CUST0732,2,9077.42,Mobile Wallet,Physical Store
TXN001373,2025-02-01 20:53:00,ST003,PRD0021,CUST0414,1,1768.36,Online,Physical Store
TXN001374,2025-05-01 14:41:00,ST004,PRD0042,CUST0657,1,21532.78,Cash,Physical Store
TXN001375,2025-06-27 21:55:00,ST001,PRD0084,CUST0431,5,16667.34,Cash,Physical Store
TXN001376,2025-03-18 18:36:00,ST001,PRD0086,CUST0714,1,347.58,Online,Physical Store
TXN001377,2025-04-12 15:17:00,ST001,PRD0335,CUST1048,2,8481.29,Card,Physical Store
TXN001378,2025-01-03 17:26:00,ST006,PRD0241,CUST0170,2,5942.64,Mobile Wallet,Physical Store
TXN001379,2025-02-17 17:07:00,ST006,PRD0075,CUST0815,1,20450.52,Card,Physical Store
TXN001380,2025-03-19 09:13:00,ST004,PRD0081,CUST0242,4,15889.25,Mobile Wallet,Physical Store
TXN001381,2025-12-05 10:03:00,ST001,PRD0059,CUST0183,1,2986.61,Mobile Wallet,Physical Store
TXN001382,2025-07-26 09:08:00,ST005,PRD0093,CUST0086,1,4406.01,Cash,Physical Store
TXN001383,2025-08-17 10:46:00,ST002,PRD0176,CUST0897,2,16060.03,Card,Physical Store
TXN001384,2025-01-19 12:36:00,ST003,PRD0099,CUST0884,4,20583.54,Card,Physical Store
TXN001385,2025-10-02 08:42:00,ST005,PRD0092,CUST0933,3,22187.45,Cash,Physical Store
TXN001386,2025-03-18 20:50:00,ST001,PRD0145,CUST0361,1,10608.78,Online,Physical Store
TXN001387,2025-01-12 20:35:00,ST001,PRD0203,CUST0288,3,10598.59,Online,Physical Store
TXN001388,2025-03-10 10:38:00,ST001,PRD0147,CUST0770,2,17668.05,Card,Physical Store
TXN001389,2025-12-25 21:23:00,ST006,PRD0180,CUST0780,1,18463.04,Cash,Physical Store
TXN001390,2025-04-20 19:42:00,ST006,PRD0292,CUST0708,2,7767.01,Mobile Wallet,Physical Store
TXN001391,2025-01-09 20:06:00,ST002,PRD0118,CUST0930,1,21036.15,Online,Physical Store
TXN001392,2025-04-08 14:59:00,ST003,PRD0184,CUST0669,5,3319.57,Mobile Wallet,Physical Store
TXN001393,2025-06-07 20:59:00,ST003,PRD0067,CUST0435,1,2993.21,Cash,Physical Store
TXN001394,2025-03-21 08:09:00,ST001,PRD0247,CUST0111,4,9781.8,Online,Physical Store
TXN001395,2025-11-11 10:30:00,ST001,PRD0119,CUST1014,3,9036.76,Card,Physical Store
TXN001396,2025-11-03 17:03:00,ST004,PRD0227,CUST0175,4,17168.54,Cash,Physical Store
TXN001397,2025-07-31 11:08:00,ST006,PRD0065,CUST0577,5,17099.96,Cash,Physical Store
TXN001398,2025-06-25 13:16:00,ST006,PRD0082,CUST0016,2,20809.35,Online,Physical Store
TXN001399,2025-01-17 11:03:00,ST003,PRD0064,CUST0035,5,1220.74,Mobile Wallet,Physical Store
TXN001400,2025-09-12 17:58:00,ST004,PRD0328,CUST0925,3,8691.06,Online,Physical Store
TXN001401,2025-11-15 09:23:00,ST003,PRD0227,CUST0713,3,17168.54,Mobile Wallet,Physical Store
TXN001402,2025-03-30 11:16:00,ST003,PRD0246,CUST0218,2,437.82,Mobile Wallet,Physical Store
TXN001403,2025-08-11 08:07:00,ST005,PRD0023,CUST0122,1,5149.18,Cash,Physical Store
TXN001404,2025-01-20 11:01:00,ST004,PRD0212,CUST0471,1,7877.4,Mobile Wallet,Physical Store
TXN001405,2025-05-22 20:05:00,ST005,PRD0251,CUST0332,4,6655.05,Cash,Physical Store
TXN001406,2025-10-06 08:33:00,ST001,PRD0050,CUST0751,4,2136.14,Card,Physical Store
TXN001407,2025-10-31 08:55:00,ST004,PRD0056,CUST0702,1,13701.85,Cash,Physical Store
TXN001408,2025-04-11 16:02:00,ST002,PRD0210,CUST0928,1,17734.18,Cash,Physical Store
TXN001409,2025-08-25 19:14:00,ST003,PRD0171,CUST0164,1,13173.5,Online,Physical Store
TXN001410,2025-09-29 12:31:00,ST002,PRD0154,CUST0409,4,13504.25,Cash,Physical Store
TXN001411,2025-12-27 11:01:00,ST003,PRD0009,CUST0892,2,2429.12,Online,Physical Store
TXN001412,2025-08-17 14:45:00,ST001,PRD0220,CUST0520,4,11025.69,Card,Physical Store
TXN001413,2025-03-03 16:00:00,ST005,PRD0171,CUST0408,2,13173.5,Mobile Wallet,Physical Store
TXN001414,2025-03-22 21:51:00,ST004,PRD0226,CUST0521,4,18502.93,Mobile Wallet,Physical Store
TXN001415,2025-03-18 09:22:00,ST002,PRD0300,CUST0132,5,6059.15,Card,Physical Store
TXN001416,2025-12-25 21:30:00,ST003,PRD0010,CUST0066,1,15285.57,Mobile Wallet,Physical Store
TXN001417,2025-08-01 14:06:00,ST001,PRD0160,CUST0677,5,16917.41,Cash,Physical Store
TXN001418,2025-03-01 08:28:00,ST001,PRD0302,CUST0995,4,9747.03,Online,Physical Store
TXN001419,2025-01-20 08:47:00,ST002,PRD0336,CUST0538,5,2121.27,Cash,Physical Store
TXN001420,2025-10-16 20:44:00,ST001,PRD0324,CUST0553,5,10127.07,Online,Physical Store
TXN001421,2025-05-08 18:45:00,ST001,PRD0034,CUST0649,2,9530.33,Online,Physical Store
TXN001422,2025-11-09 17:32:00,ST004,PRD0020,CUST0610,5,18682.24,Mobile Wallet,Physical Store
TXN001423,2025-11-07 16:31:00,ST002,PRD0328,CUST0459,1,8691.06,Mobile Wallet,Physical Store
TXN001424,2025-10-30 15:43:00,ST005,PRD0062,CUST0850,4,3706.43,Online,Physical Store
TXN001425,2025-02-22 14:58:00,ST002,PRD0196,CUST0204,2,14688.58,Mobile Wallet,Physical Store
TXN001426,2025-05-27 08:31:00,ST002,PRD0246,CUST0546,2,437.82,Card,Physical Store
TXN001427,2025-06-15 14:11:00,ST005,PRD0108,CUST0593,5,7369.56,Cash,Physical Store
TXN001428,2025-11-09 15:51:00,ST002,PRD0008,CUST0138,3,18695.07,Mobile Wallet,Physical Store
TXN001429,2025-12-05 10:01:00,ST005,PRD0110,CUST0957,1,5481.63,Mobile Wallet,Physical Store
TXN001430,2025-10-04 21:10:00,ST001,PRD0055,CUST0183,4,18651.16,Card,Physical Store
TXN001431,2025-12-05 18:42:00,ST005,PRD0015,CUST0532,1,7026.68,Cash,Physical Store
TXN001432,2025-05-01 13:43:00,ST004,PRD0315,CUST1034,5,6862.13,Card,Physical Store
TXN001433,2025-02-27 09:28:00,ST003,PRD0012,CUST1032,5,3550.38,Cash,Physical Store
TXN001434,2025-02-06 16:59:00,ST005,PRD0205,CUST0533,3,9509.22,Card,Physical Store
TXN001435,2025-03-24 20:07:00,ST005,PRD0232,CUST0730,5,14516.97,Card,Physical Store
TXN001436,2025-10-20 15:32:00,ST005,PRD0192,CUST0897,1,812.19,Card,Physical Store
TXN001437,2025-02-01 20:01:00,ST004,PRD0133,CUST0096,4,1638.63,Online,Physical Store
TXN001438,2025-08-31 18:05:00,ST005,PRD0093,CUST0387,4,4406.01,Cash,Physical Store
TXN001439,2025-06-03 17:25:00,ST005,PRD0047,CUST0173,2,5346.17,Mobile Wallet,Physical Store
TXN001440,2025-12-12 21:37:00,ST006,PRD0139,CUST0339,5,3538.08,Mobile Wallet,Physical Store
TXN001441,2025-10-14 16:09:00,ST006,PRD0238,CUST0804,5,15120.33,Mobile Wallet,Physical Store
TXN001442,2025-12-07 18:03:00,ST003,PRD0137,CUST0089,5,4588.15,Card,Physical Store
TXN001443,2025-03-02 12:57:00,ST003,PRD0046,CUST0868,1,20894.04,Mobile Wallet,Physical Store
TXN001444,2025-01-23 15:57:00,ST004,PRD0283,CUST0509,2,16821.68,Online,Physical Store
TXN001445,2025-12-12 20:44:00,ST006,PRD0284,CUST0460,3,20638.42,Mobile Wallet,Physical Store
TXN001446,2025-07-01 09:49:00,ST003,PRD0236,CUST0816,2,16144.93,Cash,Physical Store
TXN001447,2025-11-06 14:44:00,ST004,PRD0328,CUST0580,5,8691.06,Mobile Wallet,Physical Store
TXN001448,2025-10-07 11:46:00,ST003,PRD0136,CUST0880,1,12055.78,Mobile Wallet,Physical Store
TXN001449,2025-09-19 12:09:00,ST002,PRD0034,CUST0910,1,9530.33,Online,Physical Store
TXN001450,2025-02-22 14:09:00,ST002,PRD0082,CUST0729,5,20809.35,Mobile Wallet,Physical Store
TXN001451,2025-05-21 16:34:00,ST005,PRD0065,CUST0001,5,17099.96,Card,Physical Store
TXN001452,2025-05-17 16:25:00,ST005,PRD0273,CUST1028,2,13625.49,Cash,Physical Store
TXN001453,2025-08-12 10:16:00,ST005,PRD0203,CUST0983,2,10598.59,Mobile Wallet,Physical Store
TXN001454,2025-11-05 17:04:00,ST001,PRD0218,CUST0046,5,17938.6,Cash,Physical Store
TXN001455,2025-06-03 09:13:00,ST006,PRD0058,CUST0509,3,9174.14,Card,Physical Store
TXN001456,2025-04-15 19:26:00,ST004,PRD0056,CUST0477,2,13701.85,Mobile Wallet,Physical Store
TXN001457,2025-01-01 13:11:00,ST003,PRD0128,CUST0090,3,9239.11,Cash,Physical Store
TXN001458,2025-07-25 13:49:00,ST003,PRD0012,CUST0340,3,3550.38,Online,Physical Store
TXN001459,2025-09-11 10:16:00,ST003,PRD0064,CUST0200,4,1220.74,Cash,Physical Store
TXN001460,2025-04-09 19:18:00,ST004,PRD0141,CUST0058,5,11741.07,Mobile Wallet,Physical Store
TXN001461,2025-02-02 15:48:00,ST002,PRD0248,CUST0134,5,7269.43,Online,Physical Store
TXN001462,2025-11-01 16:36:00,ST005,PRD0280,CUST0086,5,14906.05,Cash,Physical Store
TXN001463,2025-07-25 15:53:00,ST003,PRD0283,CUST0298,1,16821.68,Cash,Physical Store
TXN001464,2025-08-15 12:26:00,ST003,PRD0265,CUST0215,2,10997.21,Card,Physical Store
TXN001465,2025-07-21 18:24:00,ST006,PRD0136,CUST0865,5,12055.78,Card,Physical Store
TXN001466,2025-12-24 17:25:00,ST005,PRD0317,CUST0902,3,13310.61,Mobile Wallet,Physical Store
TXN001467,2025-10-18 12:44:00,ST005,PRD0047,CUST0671,3,5346.17,Online,Physical Store
TXN001468,2025-06-10 20:42:00,ST005,PRD0026,CUST0227,1,17486.51,Card,Physical Store
TXN001469,2025-11-03 18:11:00,ST002,PRD0030,CUST0979,3,19772.8,Mobile Wallet,Physical Store
TXN001470,2025-12-22 08:22:00,ST001,PRD0059,CUST0145,4,2986.61,Mobile Wallet,Physical Store
TXN001471,2025-12-16 19:03:00,ST004,PRD0117,CUST0809,2,14750.74,Online,Physical Store
TXN001472,2025-05-08 14:45:00,ST005,PRD0332,CUST0258,1,7226.95,Online,Physical Store
TXN001473,2025-06-17 13:38:00,ST001,PRD0029,CUST0777,4,14939.28,Cash,Physical Store
TXN001474,2025-01-13 17:41:00,ST003,PRD0334,CUST0617,2,9286.96,Online,Physical Store
TXN001475,2025-04-02 08:18:00,ST006,PRD0193,CUST0769,3,15266.12,Mobile Wallet,Physical Store
TXN001476,2025-08-09 15:26:00,ST003,PRD0026,CUST0670,4,17486.51,Card,Physical Store
TXN001477,2025-01-08 21:50:00,ST003,PRD0160,CUST0645,4,16917.41,Mobile Wallet,Physical Store
TXN001478,2025-08-15 13:34:00,ST003,PRD0015,CUST0923,3,7026.68,Card,Physical Store
TXN001479,2025-04-09 20:32:00,ST002,PRD0312,CUST0060,4,6604.88,Card,Physical Store
TXN001480,2025-07-09 12:51:00,ST006,PRD0208,CUST0781,2,826.73,Card,Physical Store
TXN001481,2025-08-03 13:44:00,ST004,PRD0149,CUST0111,1,19334.45,Online,Physical Store
TXN001482,2025-11-06 17:22:00,ST006,PRD0118,CUST0110,1,21036.15,Mobile Wallet,Physical Store
TXN001483,2025-03-24 21:11:00,ST003,PRD0061,CUST0359,2,15518.33,Card,Physical Store
TXN001484,2025-08-20 14:56:00,ST004,PRD0245,CUST0971,3,8847.6,Card,Physical Store
TXN001485,2025-06-11 17:04:00,ST001,PRD0200,CUST0057,1,997.46,Card,Physical Store
TXN001486,2025-05-24 19:06:00,ST003,PRD0048,CUST0763,5,3322.36,Mobile Wallet,Physical Store
TXN001487,2025-01-31 08:48:00,ST004,PRD0275,CUST0031,1,837.23,Mobile Wallet,Physical Store
TXN001488,2025-09-04 19:31:00,ST001,PRD0287,CUST0262,2,3212.74,Card,Physical Store
TXN001489,2025-10-23 17:56:00,ST003,PRD0184,CUST0910,1,3319.57,Mobile Wallet,Physical Store
TXN001490,2025-03-11 19:26:00,ST001,PRD0135,CUST0337,4,310.8,Card,Physical Store
TXN001491,2025-02-26 10:03:00,ST006,PRD0105,CUST0515,2,3477.95,Mobile Wallet,Physical Store
TXN001492,2025-06-25 11:27:00,ST001,PRD0178,CUST0791,5,970.06,Mobile Wallet,Physical Store
TXN001493,2025-10-11 13:52:00,ST003,PRD0326,CUST0346,3,8972.53,Card,Physical Store
TXN001494,2025-06-08 10:07:00,ST003,PRD0286,CUST0477,5,14935.58,Online,Physical Store
TXN001495,2025-07-05 20:48:00,ST006,PRD0138,CUST0097,1,7484.07,Mobile Wallet,Physical Store
TXN001496,2025-05-11 12:41:00,ST003,PRD0189,CUST0585,4,11978.82,Card,Physical Store
TXN001497,2025-04-11 21:56:00,ST002,PRD0040,CUST0229,2,11363.76,Card,Physical Store
TXN001498,2025-08-18 12:49:00,ST006,PRD0276,CUST1007,5,21897.23,Cash,Physical Store
TXN001499,2025-08-19 15:57:00,ST006,PRD0204,CUST0423,2,20131.16,Online,Physical Store
TXN001500,2025-11-27 18:43:00,ST001,PRD0086,CUST1003,2,347.58,Card,Physical Store
TXN001501,2025-10-12 16:24:00,ST003,PRD0087,CUST0150,4,901.59,Cash,Physical Store
TXN001502,2025-12-02 16:03:00,ST001,PRD0035,CUST0793,2,12242.79,Online,Physical Store
TXN001503,2025-06-18 19:40:00,ST005,PRD0100,CUST0068,4,12867.68,Card,Physical Store
TXN001504,2025-06-16 19:34:00,ST005,PRD0258,CUST0297,3,3276.89,Card,Physical Store
TXN001505,2025-06-19 21:14:00,ST006,PRD0157,CUST0025,1,19405.25,Cash,Physical Store
TXN001506,2025-09-21 09:45:00,ST005,PRD0203,CUST0903,4,10598.59,Online,Physical Store
TXN001507,2025-09-21 09:53:00,ST003,PRD0218,CUST0708,2,17938.6,Online,Physical Store
TXN001508,2025-05-11 18:23:00,ST001,PRD0134,CUST0537,4,16453.67,Card,Physical Store
TXN001509,2025-10-01 13:44:00,ST005,PRD0034,CUST0974,5,9530.33,Card,Physical Store
TXN001510,2025-08-19 19:50:00,ST006,PRD0283,CUST0220,1,16821.68,Online,Physical Store
TXN001511,2025-05-04 18:38:00,ST004,PRD0064,CUST0302,5,1220.74,Online,Physical Store
TXN001512,2025-10-03 19:24:00,ST005,PRD0319,CUST0872,5,6266.57,Card,Physical Store
TXN001513,2025-12-20 17:03:00,ST005,PRD0157,CUST0645,4,19405.25,Card,Physical Store
TXN001514,2025-09-03 09:17:00,ST004,PRD0231,CUST0282,3,17703.38,Card,Physical Store
TXN001515,2025-01-19 20:05:00,ST002,PRD0307,CUST0781,3,11194.39,Online,Physical Store
TXN001516,2025-03-09 11:53:00,ST004,PRD0286,CUST0464,5,14935.58,Card,Physical Store
TXN001517,2025-09-24 11:15:00,ST001,PRD0291,CUST0212,2,11295.17,Mobile Wallet,Physical Store
TXN001518,2025-01-16 14:58:00,ST005,PRD0081,CUST0431,2,15889.25,Cash,Physical Store
TXN001519,2025-12-31 17:35:00,ST001,PRD0109,CUST0344,2,6325.94,Cash,Physical Store
TXN001520,2025-03-01 08:11:00,ST001,PRD0118,CUST0360,1,21036.15,Cash,Physical Store
TXN001521,2025-12-21 16:24:00,ST001,PRD0237,CUST0889,4,1672.14,Cash,Physical Store
TXN001522,2025-01-16 16:53:00,ST001,PRD0324,CUST0985,4,10127.07,Cash,Physical Store
TXN001523,2025-10-08 09:52:00,ST004,PRD0152,CUST0388,3,13560.83,Cash,Physical Store
TXN001524,2025-05-28 08:58:00,ST006,PRD0121,CUST0593,3,11401.01,Card,Physical Store
TXN001525,2025-11-25 09:37:00,ST003,PRD0262,CUST0098,4,19768.74,Mobile Wallet,Physical Store
TXN001526,2025-10-09 18:08:00,ST004,PRD0100,CUST0645,3,12867.68,Online,Physical Store
TXN001527,2025-12-13 20:06:00,ST006,PRD0018,CUST0008,2,21346.27,Cash,Physical Store
TXN001528,2025-08-23 21:48:00,ST003,PRD0207,CUST0374,1,10872.38,Online,Physical Store
TXN001529,2025-06-18 19:37:00,ST003,PRD0195,CUST0897,1,2320.2,Cash,Physical Store
TXN001530,2025-12-19 08:27:00,ST003,PRD0222,CUST0799,4,19331.27,Cash,Physical Store
TXN001531,2025-02-07 08:57:00,ST003,PRD0332,CUST0805,3,7226.95,Cash,Physical Store
TXN001532,2025-12-29 09:45:00,ST004,PRD0116,CUST0578,1,18307.89,Online,Physical Store
TXN001533,2025-02-21 14:39:00,ST004,PRD0303,CUST0551,5,11893.96,Cash,Physical Store
TXN001534,2025-09-25 17:00:00,ST004,PRD0189,CUST0399,4,11978.82,Card,Physical Store
TXN001535,2025-05-31 16:09:00,ST004,PRD0194,CUST0830,2,16959.55,Mobile Wallet,Physical Store
TXN001536,2025-01-08 16:14:00,ST005,PRD0277,CUST0888,5,8719.93,Cash,Physical Store
TXN001537,2025-08-30 16:43:00,ST001,PRD0329,CUST0994,5,2156.83,Online,Physical Store
TXN001538,2025-01-16 13:51:00,ST003,PRD0303,CUST0879,2,11893.96,Mobile Wallet,Physical Store
TXN001539,2025-02-09 17:29:00,ST002,PRD0194,CUST0048,5,16959.55,Card,Physical Store
TXN001540,2025-01-12 09:08:00,ST006,PRD0221,CUST0735,4,6401.8,Card,Physical Store
TXN001541,2025-07-14 08:19:00,ST003,PRD0041,CUST0012,5,16598.91,Card,Physical Store
TXN001542,2025-02-07 20:29:00,ST003,PRD0185,CUST0688,5,17940.87,Cash,Physical Store
TXN001543,2025-08-24 15:29:00,ST004,PRD0149,CUST0185,2,19334.45,Online,Physical Store
TXN001544,2025-07-17 17:11:00,ST006,PRD0039,CUST0198,5,15677.76,Card,Physical Store
TXN001545,2025-05-24 09:38:00,ST004,PRD0304,CUST0825,2,2572.59,Online,Physical Store
TXN001546,2025-04-01 10:09:00,ST005,PRD0309,CUST0978,3,20175.41,Cash,Physical Store
TXN001547,2025-08-19 08:51:00,ST002,PRD0136,CUST0751,3,12055.78,Cash,Physical Store
TXN001548,2025-10-11 13:43:00,ST001,PRD0151,CUST0764,4,17351.7,Online,Physical Store
TXN001549,2025-08-11 20:32:00,ST002,PRD0065,CUST0006,5,17099.96,Card,Physical Store
TXN001550,2025-07-07 15:53:00,ST001,PRD0001,CUST0037,1,11200.87,Mobile Wallet,Physical Store
TXN001551,2025-04-23 19:57:00,ST001,PRD0176,CUST0840,3,16060.03,Mobile Wallet,Physical Store
TXN001552,2025-03-29 11:52:00,ST002,PRD0070,CUST0571,4,13037.06,Card,Physical Store
TXN001553,2025-10-14 17:20:00,ST001,PRD0144,CUST0011,1,17251.78,Mobile Wallet,Physical Store
