snapshot_date,product_id,store_id,stock_quantity,reorder_level,stock_status
2025-02-07,PRD0058,ST002,76,45,In Stock
2025-08-09,PRD0174,ST004,151,36,In Stock
2025-12-28,PRD0286,ST001,3,25,Low Stock
2025-04-06,PRD0032,ST002,41,26,In Stock
2025-01-02,PRD0051,ST004,56,20,In Stock
2025-10-14,PRD0043,ST003,156,50,In Stock
2025-06-14,PRD0158,ST002,240,14,In Stock
2025-03-15,PRD0134,ST006,104,41,In Stock
2025-05-09,PRD0005,ST006,1,49,Low Stock
2025-05-28,PRD0004,ST003,62,38,In Stock
2025-10-08,PRD0052,ST003,17,17,Low Stock
2025-10-26,PRD0192,ST005,119,24,In Stock
2025-08-03,PRD0026,ST004,178,24,In Stock
2025-05-16,PRD0021,ST003,250,15,In Stock
2025-04-14,PRD0019,ST001,89,39,In Stock
2025-04-06,PRD0120,ST005,95,23,In Stock
2025-04-06,PRD0232,ST005,29,42,Low Stock
2025-03-29,PRD0117,ST002,209,17,In Stock
2025-07-29,PRD0249,ST001,107,18,In Stock
2025-11-03,PRD0297,ST004,249,45,In Stock
2025-02-03,PRD0240,ST003,78,45,In Stock
2025-02-17,PRD0148,ST003,209,18,In Stock
2025-11-29,PRD0127,ST002,88,19,In Stock
2025-12-08,PRD0051,ST003,103,13,In Stock
2025-03-14,PRD0112,ST006,162,20,In Stock
2025-06-04,PRD0254,ST003,235,35,In Stock
2025-09-27,PRD0246,ST005,33,41,Low Stock
2025-02-13,PRD0283,ST003,90,14,In Stock
2025-04-28,PRD0240,ST001,53,32,In Stock
2025-12-30,PRD0298,ST004,227,48,In Stock
2025-08-23,PRD0278,ST006,232,11,In Stock
2025-10-14,PRD0254,ST005,162,28,In Stock
2025-02-21,PRD0235,ST005,107,40,In Stock
2025-11-13,PRD0333,ST002,157,23,In Stock
2025-08-11,PRD0306,ST002,146,29,In Stock
2025-11-01,PRD0301,ST006,84,41,In Stock
2025-04-05,PRD0016,ST002,13,23,Low Stock
2025-06-12,PRD0084,ST001,15,29,Low Stock
2025-10-04,PRD0050,ST001,212,26,In Stock
2025-08-02,PRD0271,ST006,22,25,Low Stock
2025-10-01,PRD0301,ST006,248,24,In Stock
2025-05-05,PRD0038,ST002,134,37,In Stock
2025-04-12,PRD0148,ST005,34,23,In Stock
2025-06-15,PRD0069,ST006,71,48,In Stock
2025-04-11,PRD0250,ST006,205,17,In Stock
2025-01-23,PRD0143,ST001,118,35,In Stock
2025-04-06,PRD0285,ST003,214,16,In Stock
2025-01-04,PRD0128,ST006,1,14,Low Stock
2025-07-30,PRD0141,ST001,189,27,In Stock
2025-01-14,PRD0117,ST005,178,39,In Stock
2025-12-03,PRD0205,ST002,29,17,In Stock
2025-09-28,PRD0285,ST001,111,49,In Stock
2025-01-19,PRD0142,ST002,215,42,In Stock
2025-10-29,PRD0041,ST001,77,42,In Stock
2025-03-17,PRD0036,ST005,231,46,In Stock
2025-02-27,PRD0087,ST001,96,19,In Stock
2025-05-10,PRD0148,ST001,135,30,In Stock
2025-01-11,PRD0036,ST006,231,36,In Stock
2025-08-03,PRD0150,ST006,20,31,Low Stock
2025-01-10,PRD0310,ST005,94,41,In Stock
2025-06-19,PRD0198,ST005,211,15,In Stock
2025-02-07,PRD0332,ST002,64,24,In Stock
2025-02-09,PRD0174,ST002,213,21,In Stock
2025-11-04,PRD0114,ST001,66,47,In Stock
2025-04-29,PRD0310,ST002,229,43,In Stock
2025-11-27,PRD0080,ST002,53,33,In Stock
2025-12-27,PRD0313,ST004,62,27,In Stock
2025-12-31,PRD0245,ST002,197,37,In Stock
2025-03-27,PRD0139,ST004,26,48,Low Stock
2025-04-30,PRD0293,ST001,107,30,In Stock
2025-03-27,PRD0228,ST006,229,38,In Stock
2025-04-12,PRD0003,ST005,121,18,In Stock
2025-12-12,PRD0130,ST001,59,35,In Stock
2025-05-27,PRD0269,ST001,3,20,Low Stock
2025-12-07,PRD0182,ST006,73,10,In Stock
2025-08-09,PRD0138,ST006,244,50,In Stock
2025-12-10,PRD0196,ST006,236,39,In Stock
2025-08-05,PRD0188,ST001,125,19,In Stock
2025-09-05,PRD0256,ST006,80,24,In Stock
2025-03-22,PRD0296,ST001,33,23,In Stock
2025-11-22,PRD0197,ST003,188,31,In Stock
2025-08-11,PRD0150,ST003,27,26,In Stock
2025-10-28,PRD0101,ST001,7,14,Low Stock
2025-07-08,PRD0316,ST001,55,45,In Stock
2025-04-04,PRD0131,ST001,60,13,In Stock
2025-10-27,PRD0085,ST002,245,42,In Stock
2025-04-25,PRD0159,ST002,98,27,In Stock
2025-06-03,PRD0190,ST004,108,22,In Stock
2025-01-12,PRD0304,ST006,11,34,Low Stock
2025-08-07,PRD0293,ST003,140,13,In Stock
2025-05-27,PRD0314,ST003,4,35,Low Stock
2025-07-28,PRD0155,ST003,104,33,In Stock
2025-02-04,PRD0170,ST004,24,41,Low Stock
2025-12-06,PRD0296,ST002,177,24,In Stock
2025-01-26,PRD0007,ST002,134,42,In Stock
2025-04-14,PRD0143,ST005,168,18,In Stock
2025-10-02,PRD0137,ST003,84,30,In Stock
2025-01-22,PRD0244,ST003,215,20,In Stock
2025-11-13,PRD0264,ST002,223,44,In Stock
2025-01-11,PRD0101,ST006,124,47,In Stock
2025-12-17,PRD0141,ST003,7,13,Low Stock
2025-01-06,PRD0034,ST001,226,31,In Stock
2025-08-10,PRD0272,ST005,238,40,In Stock
2025-08-31,PRD0306,ST001,57,37,In Stock
2025-05-12,PRD0312,ST004,77,29,In Stock
2025-03-10,PRD0079,ST001,210,35,In Stock
2025-10-26,PRD0209,ST006,133,48,In Stock
2025-03-28,PRD0257,ST004,144,41,In Stock
2025-10-26,PRD0233,ST005,59,28,In Stock
2025-09-14,PRD0164,ST005,110,22,In Stock
2025-07-04,PRD0243,ST002,32,22,In Stock
2025-02-13,PRD0162,ST002,198,35,In Stock
2025-01-18,PRD0185,ST006,117,47,In Stock
2025-05-27,PRD0281,ST001,80,39,In Stock
2025-06-13,PRD0272,ST001,6,12,Low Stock
2025-02-09,PRD0189,ST003,78,39,In Stock
2025-07-04,PRD0033,ST002,66,33,In Stock
2025-09-09,PRD0121,ST004,173,46,In Stock
2025-12-23,PRD0277,ST003,130,12,In Stock
2025-12-27,PRD0030,ST002,205,10,In Stock
2025-12-16,PRD0115,ST002,218,43,In Stock
2025-09-11,PRD0330,ST001,113,43,In Stock
2025-10-23,PRD0197,ST006,17,40,Low Stock
2025-09-27,PRD0121,ST002,169,18,In Stock
2025-07-11,PRD0030,ST005,180,16,In Stock
2025-07-08,PRD0185,ST004,58,20,In Stock
2025-04-02,PRD0075,ST002,62,18,In Stock
2025-07-25,PRD0019,ST001,116,32,In Stock
2025-05-27,PRD0074,ST004,159,43,In Stock
2025-09-24,PRD0106,ST002,15,49,Low Stock
2025-10-22,PRD0324,ST001,34,27,In Stock
2025-03-18,PRD0107,ST003,141,22,In Stock
2025-12-01,PRD0318,ST006,193,12,In Stock
2025-08-03,PRD0041,ST006,132,27,In Stock
2025-06-19,PRD0208,ST006,180,40,In Stock
2025-03-15,PRD0225,ST005,89,40,In Stock
2025-04-11,PRD0012,ST002,181,23,In Stock
2025-12-05,PRD0304,ST003,142,28,In Stock
2025-09-03,PRD0227,ST001,68,35,In Stock
2025-08-30,PRD0120,ST002,165,47,In Stock
2025-01-25,PRD0319,ST002,31,25,In Stock
2025-08-15,PRD0021,ST001,133,23,In Stock
2025-03-22,PRD0249,ST003,2,22,Low Stock
2025-03-01,PRD0224,ST005,73,50,In Stock
2025-09-02,PRD0138,ST002,66,15,In Stock
2025-10-03,PRD0272,ST001,245,33,In Stock
2025-11-20,PRD0229,ST006,109,33,In Stock
2025-02-12,PRD0192,ST001,36,16,In Stock
2025-09-19,PRD0206,ST003,236,31,In Stock
2025-11-08,PRD0287,ST002,22,46,Low Stock
2025-06-05,PRD0060,ST003,21,40,Low Stock
2025-07-29,PRD0126,ST005,104,15,In Stock
2025-10-10,PRD0335,ST005,6,45,Low Stock
2025-06-29,PRD0155,ST001,161,24,In Stock
2025-02-01,PRD0100,ST002,250,32,In Stock
2025-04-24,PRD0190,ST003,84,47,In Stock
2025-11-06,PRD0185,ST002,152,38,In Stock
2025-04-03,PRD0006,ST006,192,30,In Stock
2025-07-31,PRD0009,ST001,162,36,In Stock
2025-12-29,PRD0151,ST002,0,48,Out of Stock
2025-03-30,PRD0073,ST003,145,41,In Stock
2025-05-07,PRD0317,ST004,118,13,In Stock
2025-08-17,PRD0045,ST001,99,11,In Stock
2025-02-21,PRD0044,ST006,59,50,In Stock
2025-01-03,PRD0115,ST002,41,23,In Stock
2025-12-08,PRD0082,ST002,90,29,In Stock
2025-04-25,PRD0102,ST006,126,26,In Stock
2025-06-13,PRD0107,ST004,179,31,In Stock
2025-07-24,PRD0020,ST002,99,40,In Stock
2025-12-27,PRD0160,ST001,218,21,In Stock
2025-02-11,PRD0203,ST002,247,42,In Stock
2025-03-26,PRD0129,ST003,149,34,In Stock
2025-04-06,PRD0086,ST002,233,49,In Stock
2025-11-22,PRD0250,ST002,71,44,In Stock
2025-05-15,PRD0112,ST005,109,13,In Stock
2025-11-02,PRD0302,ST004,178,13,In Stock
2025-08-23,PRD0299,ST002,148,15,In Stock
2025-01-03,PRD0180,ST001,90,50,In Stock
2025-01-16,PRD0236,ST001,160,13,In Stock
2025-09-29,PRD0040,ST004,193,33,In Stock
2025-04-13,PRD0175,ST005,180,44,In Stock
2025-07-05,PRD0033,ST003,164,22,In Stock
2025-11-17,PRD0080,ST001,182,49,In Stock
2025-03-29,PRD0286,ST002,167,33,In Stock
2025-05-02,PRD0140,ST002,166,27,In Stock
2025-11-24,PRD0310,ST003,2,15,Low Stock
2025-06-13,PRD0088,ST006,186,44,In Stock
2025-01-08,PRD0028,ST006,207,36,In Stock
2025-05-15,PRD0270,ST004,31,50,Low Stock
2025-06-10,PRD0229,ST006,116,47,In Stock
2025-10-25,PRD0109,ST006,47,27,In Stock
2025-07-26,PRD0319,ST006,102,27,In Stock
2025-11-06,PRD0088,ST005,235,47,In Stock
2025-08-10,PRD0103,ST005,158,46,In Stock
2025-10-23,PRD0211,ST005,2,16,Low Stock
2025-04-05,PRD0216,ST004,145,49,In Stock
2025-04-09,PRD0028,ST001,81,29,In Stock
2025-08-17,PRD0207,ST003,247,20,In Stock
2025-05-28,PRD0317,ST003,78,19,In Stock
2025-10-15,PRD0092,ST005,23,42,Low Stock
2025-04-09,PRD0080,ST003,93,15,In Stock
2025-03-23,PRD0193,ST004,202,48,In Stock
2025-02-03,PRD0248,ST006,137,21,In Stock
2025-08-13,PRD0081,ST005,117,21,In Stock
2025-02-27,PRD0123,ST004,157,11,In Stock
2025-10-13,PRD0202,ST004,4,20,Low Stock
2025-03-08,PRD0301,ST004,58,14,In Stock
2025-07-30,PRD0183,ST001,29,21,In Stock
2025-05-21,PRD0031,ST003,250,10,In Stock
2025-12-14,PRD0107,ST003,230,16,In Stock
2025-09-03,PRD0214,ST001,170,49,In Stock
2025-09-07,PRD0059,ST002,234,41,In Stock
2025-09-02,PRD0246,ST005,55,43,In Stock
2025-07-13,PRD0153,ST001,67,39,In Stock
2025-01-16,PRD0140,ST002,11,44,Low Stock
2025-08-05,PRD0207,ST006,76,41,In Stock
2025-09-29,PRD0215,ST002,93,47,In Stock
2025-12-18,PRD0138,ST002,3,14,Low Stock
2025-03-18,PRD0067,ST004,154,29,In Stock
2025-03-02,PRD0167,ST002,168,30,In Stock
2025-05-09,PRD0102,ST001,129,40,In Stock
2025-01-07,PRD0331,ST006,88,12,In Stock
2025-11-14,PRD0282,ST002,231,19,In Stock
2025-02-03,PRD0209,ST002,185,33,In Stock
2025-11-14,PRD0114,ST002,220,21,In Stock
2025-05-21,PRD0005,ST006,199,43,In Stock
2025-05-31,PRD0325,ST001,227,41,In Stock
2025-05-31,PRD0294,ST002,135,25,In Stock
2025-05-16,PRD0041,ST004,35,25,In Stock
2025-03-16,PRD0165,ST006,193,18,In Stock
2025-09-19,PRD0256,ST003,78,11,In Stock
2025-03-13,PRD0292,ST001,242,22,In Stock
2025-04-18,PRD0070,ST002,122,37,In Stock
2025-01-11,PRD0106,ST005,245,21,In Stock
2025-03-05,PRD0289,ST001,237,36,In Stock
2025-06-17,PRD0257,ST001,99,26,In Stock
2025-04-20,PRD0321,ST005,95,31,In Stock
2025-02-02,PRD0072,ST005,148,42,In Stock
2025-08-06,PRD0207,ST006,60,17,In Stock
2025-09-22,PRD0016,ST003,130,25,In Stock
2025-01-05,PRD0315,ST004,100,47,In Stock
2025-01-15,PRD0152,ST004,51,30,In Stock
2025-01-12,PRD0255,ST004,59,16,In Stock
2025-10-08,PRD0275,ST003,227,49,In Stock
2025-05-01,PRD0240,ST004,92,25,In Stock
2025-04-22,PRD0180,ST005,171,26,In Stock
2025-11-23,PRD0023,ST005,241,30,In Stock
2025-12-02,PRD0335,ST002,232,22,In Stock
2025-03-28,PRD0331,ST003,173,50,In Stock
2025-05-07,PRD0101,ST006,83,11,In Stock
2025-07-21,PRD0295,ST005,197,28,In Stock
2025-06-05,PRD0125,ST002,187,43,In Stock
2025-11-14,PRD0011,ST002,82,27,In Stock
2025-09-13,PRD0046,ST006,233,21,In Stock
2025-08-31,PRD0279,ST001,211,35,In Stock
2025-07-13,PRD0129,ST003,141,33,In Stock
2025-11-25,PRD0209,ST004,202,45,In Stock
2025-12-20,PRD0193,ST005,152,20,In Stock
2025-07-23,PRD0257,ST003,183,30,In Stock
2025-02-26,PRD0076,ST004,196,13,In Stock
2025-02-18,PRD0053,ST005,183,23,In Stock
2025-08-04,PRD0029,ST004,243,24,In Stock
2025-09-12,PRD0007,ST006,167,30,In Stock
2025-06-22,PRD0158,ST003,104,31,In Stock
2025-02-23,PRD0172,ST003,160,15,In Stock
2025-05-23,PRD0091,ST002,178,44,In Stock
2025-08-03,PRD0039,ST003,80,11,In Stock
2025-11-08,PRD0157,ST001,57,50,In Stock
2025-12-01,PRD0285,ST002,39,32,In Stock
2025-09-21,PRD0033,ST003,182,12,In Stock
2025-02-13,PRD0326,ST001,249,16,In Stock
2025-12-10,PRD0063,ST005,6,32,Low Stock
2025-01-18,PRD0155,ST006,78,20,In Stock
2025-12-09,PRD0278,ST001,107,29,In Stock
2025-06-12,PRD0259,ST006,184,12,In Stock
2025-11-29,PRD0271,ST001,8,50,Low Stock
2025-07-23,PRD0116,ST003,91,16,In Stock
2025-10-24,PRD0252,ST002,102,22,In Stock
2025-05-30,PRD0140,ST003,81,36,In Stock
2025-07-10,PRD0283,ST002,74,41,In Stock
2025-08-02,PRD0286,ST002,176,30,In Stock
2025-10-01,PRD0130,ST003,150,41,In Stock
2025-03-10,PRD0077,ST001,94,12,In Stock
2025-03-03,PRD0044,ST004,5,11,Low Stock
2025-03-13,PRD0220,ST005,77,47,In Stock
2025-08-12,PRD0244,ST004,224,41,In Stock
2025-08-10,PRD0063,ST005,45,13,In Stock
2025-03-09,PRD0297,ST004,102,25,In Stock
2025-08-14,PRD0229,ST003,88,33,In Stock
2025-12-06,PRD0227,ST005,219,29,In Stock
2025-04-29,PRD0054,ST006,175,48,In Stock
2025-04-07,PRD0197,ST004,113,15,In Stock
2025-02-16,PRD0205,ST002,207,32,In Stock
2025-04-14,PRD0172,ST002,34,48,Low Stock
2025-04-27,PRD0287,ST004,42,46,Low Stock
2025-11-29,PRD0042,ST005,121,50,In Stock
2025-10-27,PRD0103,ST006,189,39,In Stock
2025-06-24,PRD0311,ST002,160,39,In Stock
2025-11-21,PRD0068,ST004,90,16,In Stock
2025-04-21,PRD0040,ST003,133,34,In Stock
2025-03-15,PRD0012,ST004,18,23,Low Stock
2025-09-26,PRD0293,ST003,121,39,In Stock
2025-12-09,PRD0284,ST003,76,50,In Stock
2025-11-21,PRD0027,ST004,149,26,In Stock
2025-06-26,PRD0127,ST005,54,27,In Stock
2025-02-13,PRD0053,ST002,243,23,In Stock
2025-07-28,PRD0154,ST004,177,21,In Stock
2025-11-28,PRD0279,ST003,12,34,Low Stock
2025-10-21,PRD0205,ST004,176,19,In Stock
2025-01-04,PRD0204,ST003,117,29,In Stock
2025-01-03,PRD0175,ST003,181,11,In Stock
2025-04-25,PRD0244,ST003,3,17,Low Stock
2025-07-29,PRD0001,ST003,93,41,In Stock
2025-01-23,PRD0143,ST004,130,38,In Stock
2025-12-09,PRD0033,ST002,59,40,In Stock
2025-04-01,PRD0285,ST004,181,25,In Stock
2025-07-05,PRD0251,ST004,213,43,In Stock
2025-07-03,PRD0223,ST003,38,49,Low Stock
2025-07-31,PRD0178,ST002,193,49,In Stock
2025-10-24,PRD0336,ST005,15,49,Low Stock
2025-06-10,PRD0146,ST004,20,41,Low Stock
2025-12-20,PRD0225,ST003,225,16,In Stock
2025-08-05,PRD0270,ST004,124,28,In Stock
2025-12-19,PRD0143,ST005,144,49,In Stock
2025-07-21,PRD0061,ST006,238,31,In Stock
2025-02-22,PRD0335,ST004,3,11,Low Stock
2025-10-12,PRD0007,ST003,72,23,In Stock
2025-07-06,PRD0275,ST002,220,31,In Stock
2025-02-24,PRD0001,ST001,106,40,In Stock
2025-01-18,PRD0229,ST006,110,11,In Stock
2025-05-07,PRD0136,ST003,56,11,In Stock
2025-01-17,PRD0336,ST006,117,50,In Stock
2025-04-07,PRD0144,ST001,92,19,In Stock
2025-09-03,PRD0142,ST006,39,15,In Stock
2025-03-14,PRD0276,ST001,62,22,In Stock
2025-01-31,PRD0312,ST003,61,43,In Stock
2025-01-29,PRD0062,ST005,221,13,In Stock
2025-10-04,PRD0252,ST006,90,22,In Stock
2025-08-21,PRD0153,ST001,225,21,In Stock
2025-08-02,PRD0010,ST001,237,20,In Stock
2025-08-05,PRD0324,ST006,112,27,In Stock
2025-06-25,PRD0263,ST004,18,43,Low Stock
2025-10-19,PRD0326,ST006,65,18,In Stock
2025-01-16,PRD0197,ST002,221,28,In Stock
2025-10-02,PRD0274,ST004,128,18,In Stock
2025-12-08,PRD0016,ST002,192,45,In Stock
2025-03-15,PRD0179,ST002,199,37,In Stock
2025-06-28,PRD0163,ST002,39,11,In Stock
2025-06-10,PRD0097,ST005,73,43,In Stock
2025-02-01,PRD0120,ST001,44,32,In Stock
2025-02-22,PRD0177,ST004,198,17,In Stock
2025-07-20,PRD0033,ST005,86,29,In Stock
2025-07-29,PRD0235,ST002,48,48,Low Stock
2025-01-08,PRD0148,ST003,27,44,Low Stock
2025-07-07,PRD0020,ST004,17,14,In Stock
2025-04-17,PRD0258,ST002,214,32,In Stock
2025-02-04,PRD0134,ST004,63,33,In Stock
2025-05-29,PRD0237,ST004,94,44,In Stock
2025-05-22,PRD0275,ST006,185,45,In Stock
2025-06-15,PRD0154,ST006,186,39,In Stock
2025-07-29,PRD0092,ST001,108,46,In Stock
2025-04-29,PRD0332,ST003,199,42,In Stock
2025-07-19,PRD0249,ST002,116,11,In Stock
2025-12-14,PRD0095,ST001,180,48,In Stock
2025-09-02,PRD0201,ST001,122,26,In Stock
2025-04-13,PRD0071,ST004,77,15,In Stock
2025-09-04,PRD0082,ST006,47,33,In Stock
2025-07-05,PRD0062,ST003,89,45,In Stock
2025-09-18,PRD0169,ST001,31,44,Low Stock
2025-04-03,PRD0300,ST005,145,10,In Stock
2025-11-10,PRD0048,ST001,238,16,In Stock
2025-01-29,PRD0088,ST004,62,47,In Stock
2025-12-15,PRD0021,ST001,170,16,In Stock
2025-11-05,PRD0299,ST001,114,24,In Stock
2025-10-18,PRD0140,ST005,193,45,In Stock
2025-05-07,PRD0157,ST001,220,23,In Stock
2025-11-04,PRD0019,ST004,173,10,In Stock
2025-08-20,PRD0244,ST001,231,44,In Stock
2025-08-25,PRD0091,ST005,124,13,In Stock
2025-04-08,PRD0134,ST003,14,33,Low Stock
2025-10-07,PRD0323,ST005,188,20,In Stock
2025-12-07,PRD0023,ST002,64,26,In Stock
2025-07-24,PRD0302,ST003,160,23,In Stock
2025-11-11,PRD0324,ST004,74,21,In Stock
2025-03-18,PRD0167,ST004,125,47,In Stock
2025-09-19,PRD0114,ST001,79,18,In Stock
2025-02-23,PRD0141,ST003,52,42,In Stock
2025-03-24,PRD0101,ST002,43,15,In Stock
2025-04-21,PRD0019,ST001,216,47,In Stock
2025-04-22,PRD0282,ST004,228,50,In Stock
2025-09-21,PRD0084,ST002,101,39,In Stock
2025-03-30,PRD0127,ST003,107,16,In Stock
2025-02-02,PRD0306,ST003,49,36,In Stock
2025-02-20,PRD0145,ST004,208,30,In Stock
2025-07-18,PRD0071,ST005,114,45,In Stock
2025-10-06,PRD0077,ST002,91,31,In Stock
2025-04-18,PRD0037,ST005,239,50,In Stock
2025-05-12,PRD0150,ST003,180,34,In Stock
2025-11-04,PRD0022,ST003,131,43,In Stock
2025-04-13,PRD0172,ST004,51,28,In Stock
2025-09-08,PRD0051,ST004,141,43,In Stock
2025-01-30,PRD0055,ST004,117,15,In Stock
2025-01-30,PRD0280,ST006,110,48,In Stock
2025-07-20,PRD0188,ST003,10,35,Low Stock
2025-07-05,PRD0014,ST001,37,22,In Stock
2025-07-09,PRD0207,ST006,77,15,In Stock
2025-06-02,PRD0018,ST004,116,17,In Stock
2025-05-10,PRD0074,ST001,181,11,In Stock
2025-06-12,PRD0158,ST002,84,15,In Stock
2025-04-08,PRD0227,ST001,129,24,In Stock
2025-12-30,PRD0134,ST005,161,41,In Stock
2025-12-25,PRD0298,ST005,38,19,In Stock
2025-11-09,PRD0053,ST001,183,44,In Stock
2025-01-22,PRD0226,ST004,138,33,In Stock
2025-12-10,PRD0260,ST003,156,50,In Stock
2025-11-03,PRD0044,ST006,157,21,In Stock
2025-09-21,PRD0302,ST006,173,19,In Stock
2025-03-02,PRD0237,ST004,213,47,In Stock
2025-08-08,PRD0030,ST002,248,44,In Stock
2025-05-01,PRD0134,ST004,247,43,In Stock
2025-08-09,PRD0077,ST004,70,37,In Stock
2025-02-12,PRD0203,ST001,84,13,In Stock
2025-02-04,PRD0273,ST004,5,31,Low Stock
2025-01-07,PRD0122,ST003,8,49,Low Stock
2025-01-07,PRD0336,ST004,136,35,In Stock
2025-02-05,PRD0050,ST006,245,26,In Stock
2025-01-12,PRD0238,ST004,115,11,In Stock
2025-04-29,PRD0155,ST006,118,11,In Stock
2025-01-18,PRD0260,ST002,101,22,In Stock
2025-09-05,PRD0154,ST006,104,28,In Stock
2025-07-12,PRD0078,ST002,169,32,In Stock
2025-01-23,PRD0329,ST004,66,39,In Stock
2025-08-11,PRD0086,ST001,144,45,In Stock
2025-10-21,PRD0125,ST006,139,23,In Stock
2025-12-18,PRD0164,ST005,58,10,In Stock
2025-02-08,PRD0202,ST005,200,26,In Stock
2025-10-17,PRD0227,ST001,113,14,In Stock
2025-10-30,PRD0301,ST002,92,40,In Stock
2025-06-17,PRD0062,ST001,117,14,In Stock
2025-05-10,PRD0152,ST006,6,22,Low Stock
2025-05-27,PRD0092,ST005,208,39,In Stock
2025-06-13,PRD0324,ST004,113,22,In Stock
2025-12-22,PRD0058,ST006,27,13,In Stock
2025-03-05,PRD0239,ST004,98,10,In Stock
2025-04-04,PRD0226,ST005,23,18,In Stock
2025-08-01,PRD0039,ST003,70,12,In Stock
2025-11-14,PRD0263,ST006,93,35,In Stock
2025-11-05,PRD0043,ST001,58,47,In Stock
2025-04-14,PRD0153,ST005,31,13,In Stock
2025-01-31,PRD0125,ST002,79,50,In Stock
2025-06-24,PRD0108,ST005,48,17,In Stock
2025-11-22,PRD0244,ST003,184,18,In Stock
2025-03-15,PRD0048,ST004,92,47,In Stock
2025-09-14,PRD0050,ST001,92,40,In Stock
2025-10-17,PRD0047,ST002,99,38,In Stock
2025-12-07,PRD0268,ST006,153,31,In Stock
2025-05-07,PRD0227,ST005,37,44,Low Stock
2025-01-31,PRD0200,ST002,158,34,In Stock
2025-12-09,PRD0280,ST002,66,43,In Stock
2025-02-08,PRD0253,ST006,216,21,In Stock
2025-11-10,PRD0253,ST001,55,14,In Stock
2025-02-17,PRD0168,ST006,131,20,In Stock
2025-06-17,PRD0026,ST005,74,23,In Stock
2025-05-23,PRD0095,ST001,220,17,In Stock
2025-03-23,PRD0049,ST006,139,21,In Stock
2025-10-03,PRD0269,ST006,200,20,In Stock
2025-10-28,PRD0049,ST003,89,29,In Stock
